Timestamp(ns);Rotation_X(rad);Rotation_Y(rad);Rotation_Z(rad);Position_X(m);Position_Y(m);Position_Z(m);
4004761719956; 0.27; 1.29; 0.14; 0.03; 0.10; 0.02;
4004778344114; 0.27; 1.30; 0.14; 0.03; 0.10; 0.02;
4004795152163; 0.27; 1.30; 0.14; 0.03; 0.09; 0.02;
4004844917724; 0.26; 1.33; 0.15; 0.03; 0.09; 0.02;
4004861809165; 0.26; 1.33; 0.15; 0.03; 0.09; 0.02;
4004878458126; 0.25; 1.34; 0.15; 0.03; 0.09; 0.02;
4004895045506; 0.25; 1.35; 0.15; 0.03; 0.09; 0.02;
4004911733385; 0.25; 1.36; 0.15; 0.03; 0.09; 0.02;
4004928323758; 0.25; 1.37; 0.15; 0.03; 0.09; 0.02;
4004945003938; 0.25; 1.37; 0.15; 0.03; 0.09; 0.02;
4004978530656; 0.25; 1.38; 0.15; 0.03; 0.09; 0.02;
4004994997866; 0.25; 1.38; 0.15; 0.03; 0.09; 0.02;
4005011628866; 0.25; 1.39; 0.15; 0.03; 0.09; 0.02;
4005028351812; 0.24; 1.39; 0.15; 0.03; 0.09; 0.02;
4005044965706; 0.24; 1.39; 0.15; 0.03; 0.09; 0.02;
4005061623221; 0.24; 1.39; 0.15; 0.03; 0.09; 0.02;
4005078422289; 0.24; 1.39; 0.16; 0.03; 0.09; 0.02;
4005128138670; 0.25; 1.40; 0.16; 0.03; 0.09; 0.02;
4005145032249; 0.25; 1.41; 0.16; 0.03; 0.09; 0.02;
4005161612786; 0.25; 1.42; 0.17; 0.03; 0.09; 0.02;
4005178248919; 0.25; 1.42; 0.17; 0.03; 0.09; 0.02;
4005195009070; 0.25; 1.43; 0.17; 0.03; 0.09; 0.03;
4005211605858; 0.25; 1.44; 0.17; 0.03; 0.09; 0.03;
4005228247978; 0.25; 1.45; 0.17; 0.03; 0.09; 0.03;
4005261586956; 0.25; 1.47; 0.18; 0.03; 0.09; 0.03;
4005278230358; 0.24; 1.49; 0.18; 0.03; 0.09; 0.03;
4005294845536; 0.24; 1.50; 0.18; 0.03; 0.09; 0.03;
4005311645031; 0.24; 1.51; 0.19; 0.03; 0.09; 0.03;
4005328211456; 0.24; 1.52; 0.19; 0.03; 0.09; 0.03;
4005344837325; 0.24; 1.53; 0.20; 0.03; 0.09; 0.03;
4005361656920; 0.24; 1.55; 0.20; 0.03; 0.09; 0.03;
4005394896683; 0.22; 1.59; 0.21; 0.03; 0.09; 0.03;
4005411527683; 0.22; 1.61; 0.22; 0.03; 0.08; 0.03;
4005428242076; 0.21; 1.63; 0.22; 0.02; 0.08; 0.03;
4005444817054; 0.21; 1.65; 0.23; 0.02; 0.08; 0.04;
4005461468154; 0.21; 1.67; 0.23; 0.02; 0.08; 0.04;
4005494861872; 0.20; 1.68; 0.24; 0.02; 0.08; 0.03;
4005511509551; 0.19; 1.68; 0.23; 0.02; 0.07; 0.03;
4005528118313; 0.18; 1.67; 0.23; 0.02; 0.07; 0.03;
4005544921230; 0.17; 1.66; 0.22; 0.02; 0.07; 0.03;
4005561462851; 0.17; 1.65; 0.22; 0.02; 0.07; 0.03;
4005578104115; 0.16; 1.64; 0.22; 0.02; 0.07; 0.03;
4005594829199; 0.16; 1.64; 0.21; 0.02; 0.07; 0.03;
4005628092055; 0.16; 1.63; 0.21; 0.02; 0.07; 0.02;
4005644836812; 0.16; 1.62; 0.21; 0.01; 0.07; 0.02;
4005661475082; 0.16; 1.62; 0.21; 0.01; 0.07; 0.02;
4005678049632; 0.16; 1.61; 0.21; 0.01; 0.07; 0.02;
4005694670369; 0.16; 1.60; 0.21; 0.01; 0.07; 0.02;
4005711470292; 0.17; 1.60; 0.20; 0.01; 0.07; 0.02;
4005744754531; 0.17; 1.59; 0.17; 0.00; 0.07; 0.02;
4005761370564; 0.17; 1.59; 0.16; -0.00; 0.07; 0.02;
4005778105484; 0.17; 1.59; 0.15; -0.00; 0.07; 0.02;
4005794739905; 0.17; 1.60; 0.14; -0.01; 0.08; 0.02;
4005811477819; 0.17; 1.60; 0.13; -0.01; 0.08; 0.02;
4005828114807; 0.16; 1.61; 0.13; -0.02; 0.08; 0.02;
4005844771039; 0.16; 1.61; 0.13; -0.02; 0.08; 0.02;
4005878099326; 0.14; 1.61; 0.13; -0.03; 0.08; 0.02;
4005894747004; 0.14; 1.61; 0.13; -0.03; 0.08; 0.02;
4005911375867; 0.13; 1.61; 0.14; -0.04; 0.08; 0.02;
4005927955976; 0.13; 1.62; 0.14; -0.04; 0.08; 0.02;
4005944677211; 0.12; 1.62; 0.15; -0.05; 0.08; 0.03;
4005961372360; 0.12; 1.62; 0.15; -0.05; 0.08; 0.03;
4005978209917; 0.12; 1.63; 0.15; -0.05; 0.09; 0.03;
4006011377406; 0.11; 1.64; 0.15; -0.06; 0.09; 0.03;
4006027989590; 0.11; 1.64; 0.15; -0.06; 0.09; 0.03;
4006044650526; 0.11; 1.65; 0.15; -0.07; 0.09; 0.03;
4006061302481; 0.11; 1.65; 0.15; -0.07; 0.09; 0.03;
4006077942035; 0.10; 1.65; 0.15; -0.07; 0.09; 0.03;
4006094578595; 0.10; 1.65; 0.15; -0.07; 0.09; 0.03;
4006127992412; 0.10; 1.65; 0.16; -0.08; 0.09; 0.03;
4006144619564; 0.10; 1.65; 0.16; -0.08; 0.09; 0.03;
4006161240301; 0.10; 1.65; 0.16; -0.08; 0.09; 0.03;
4006177994465; 0.10; 1.65; 0.16; -0.09; 0.09; 0.03;
4006194579279; 0.09; 1.65; 0.16; -0.09; 0.09; 0.03;
4006211212418; 0.09; 1.65; 0.16; -0.09; 0.09; 0.03;
4006227999939; 0.09; 1.65; 0.15; -0.09; 0.09; 0.03;
4006261239274; 0.09; 1.66; 0.15; -0.10; 0.09; 0.03;
4006277975477; 0.09; 1.66; 0.14; -0.10; 0.09; 0.03;
4006294586378; 0.09; 1.65; 0.14; -0.10; 0.09; 0.03;
4006344768473; 0.09; 1.64; 0.15; -0.11; 0.09; 0.03;
4006377846155; 0.09; 1.64; 0.15; -0.11; 0.09; 0.03;
4006394603741; 0.09; 1.64; 0.15; -0.11; 0.09; 0.03;
4006411229182; 0.09; 1.64; 0.15; -0.11; 0.09; 0.03;
4006427824687; 0.09; 1.63; 0.14; -0.11; 0.09; 0.03;
4006444483485; 0.09; 1.63; 0.14; -0.12; 0.09; 0.03;
4006461207286; 0.10; 1.63; 0.14; -0.12; 0.09; 0.03;
4006478182547; 0.10; 1.63; 0.14; -0.12; 0.09; 0.03;
4006511186673; 0.10; 1.63; 0.13; -0.12; 0.09; 0.03;
4006527865998; 0.11; 1.63; 0.13; -0.12; 0.09; 0.02;
4006544527362; 0.11; 1.63; 0.12; -0.12; 0.09; 0.02;
4006561092504; 0.11; 1.62; 0.12; -0.12; 0.10; 0.02;
4006577870617; 0.11; 1.62; 0.12; -0.12; 0.10; 0.02;
4006594487932; 0.12; 1.62; 0.12; -0.11; 0.10; 0.02;
4006611281868; 0.12; 1.62; 0.12; -0.11; 0.10; 0.02;
4006644495972; 0.12; 1.61; 0.11; -0.11; 0.10; 0.02;
4006661168027; 0.12; 1.61; 0.11; -0.11; 0.10; 0.02;
4006677878143; 0.11; 1.60; 0.10; -0.11; 0.10; 0.02;
4006694480491; 0.11; 1.60; 0.10; -0.11; 0.10; 0.02;
4006711125176; 0.11; 1.59; 0.11; -0.10; 0.10; 0.02;
4006727757887; 0.11; 1.59; 0.11; -0.10; 0.09; 0.02;
4006761092161; 0.10; 1.57; 0.12; -0.10; 0.09; 0.01;
4006777745400; 0.10; 1.56; 0.12; -0.09; 0.09; 0.01;
4006794458937; 0.10; 1.56; 0.12; -0.09; 0.09; 0.01;
4006811084806; 0.10; 1.55; 0.12; -0.09; 0.09; 0.01;
4006827726925; 0.10; 1.55; 0.11; -0.08; 0.09; 0.01;
4006844342530; 0.11; 1.55; 0.10; -0.08; 0.09; 0.01;
4006861245518; 0.11; 1.55; 0.09; -0.08; 0.09; 0.01;
4006894350142; 0.12; 1.54; 0.07; -0.07; 0.09; 0.01;
4006911168882; 0.13; 1.54; 0.07; -0.06; 0.09; 0.01;
4006927805015; 0.13; 1.53; 0.07; -0.06; 0.09; 0.00;
4006944447989; 0.13; 1.52; 0.07; -0.06; 0.09; 0.00;
4006961066588; 0.14; 1.51; 0.08; -0.05; 0.09; 0.00;
4006977738643; 0.14; 1.49; 0.08; -0.05; 0.09; 0.00;
4007011020316; 0.14; 1.44; 0.08; -0.04; 0.09; -0.00;
4007027765500; 0.14; 1.42; 0.08; -0.04; 0.09; -0.01;
4007044318239; 0.14; 1.39; 0.08; -0.03; 0.09; -0.01;
4007060965491; 0.14; 1.36; 0.08; -0.03; 0.09; -0.01;
4007077719655; 0.13; 1.32; 0.09; -0.02; 0.09; -0.01;
4007094552080; 0.13; 1.29; 0.09; -0.02; 0.09; -0.02;
4007127575451; 0.12; 1.23; 0.09; -0.01; 0.10; -0.02;
4007144496400; 0.12; 1.20; 0.10; -0.01; 0.10; -0.02;
4007160988841; 0.12; 1.17; 0.10; -0.00; 0.10; -0.02;
4007177579214; 0.12; 1.14; 0.10; 0.00; 0.10; -0.02;
4007194421475; 0.13; 1.11; 0.11; 0.01; 0.10; -0.02;
4007227581267; 0.13; 1.06; 0.13; 0.01; 0.10; -0.02;
4007244224241; 0.13; 1.04; 0.13; 0.02; 0.10; -0.02;
4007260955740; 0.13; 1.01; 0.14; 0.02; 0.10; -0.02;
4007277544831; 0.13; 0.98; 0.14; 0.03; 0.10; -0.01;
4007294242972; 0.13; 0.95; 0.14; 0.03; 0.10; -0.01;
4007310983452; 0.14; 0.92; 0.15; 0.03; 0.10; -0.01;
4007344242032; 0.15; 0.87; 0.16; 0.04; 0.10; -0.01;
4007360817865; 0.15; 0.84; 0.16; 0.04; 0.10; -0.01;
4007377602393; 0.15; 0.82; 0.17; 0.05; 0.10; -0.01;
4007394219708; 0.14; 0.79; 0.17; 0.05; 0.10; -0.01;
4007410833602; 0.14; 0.76; 0.17; 0.05; 0.09; -0.01;
4007427686127; 0.13; 0.73; 0.17; 0.05; 0.09; -0.01;
4007460842070; 0.13; 0.67; 0.18; 0.06; 0.09; -0.01;
4007477585971; 0.13; 0.65; 0.18; 0.06; 0.09; -0.01;
4007494420534; 0.13; 0.62; 0.19; 0.06; 0.09; -0.01;
4007510794943; 0.14; 0.60; 0.20; 0.06; 0.09; -0.01;
4007527484531; 0.14; 0.58; 0.20; 0.06; 0.09; -0.01;
4007544452523; 0.14; 0.57; 0.21; 0.06; 0.08; -0.01;
4007577436976; 0.15; 0.53; 0.21; 0.06; 0.08; -0.01;
4007594338254; 0.15; 0.51; 0.20; 0.07; 0.08; -0.01;
4007610803752; 0.15; 0.48; 0.19; 0.07; 0.08; -0.01;
4007627447155; 0.16; 0.46; 0.18; 0.07; 0.08; -0.01;
4007644082432; 0.16; 0.43; 0.17; 0.07; 0.08; -0.01;
4007661131677; 0.17; 0.40; 0.17; 0.07; 0.08; -0.01;
4007694064812; 0.19; 0.34; 0.16; 0.07; 0.08; -0.01;
4007710830951; 0.20; 0.31; 0.16; 0.08; 0.08; -0.01;
4007727424318; 0.21; 0.27; 0.16; 0.08; 0.08; -0.01;
4007744119466; 0.23; 0.24; 0.16; 0.08; 0.08; -0.01;
4007760757309; 0.24; 0.21; 0.16; 0.08; 0.07; -0.01;
4007794097570; 0.26; 0.14; 0.14; 0.08; 0.07; -0.02;
4007810778606; 0.27; 0.11; 0.14; 0.08; 0.07; -0.02;
4007827598202; 0.28; 0.08; 0.13; 0.08; 0.06; -0.02;
4007844040179; 0.28; 0.06; 0.12; 0.08; 0.06; -0.02;
4007860738321; 0.27; 0.03; 0.11; 0.08; 0.05; -0.01;
4007894116644; 0.25; -0.02; 0.09; 0.09; 0.05; -0.01;
4007910744223; 0.24; -0.04; 0.08; 0.09; 0.04; -0.01;
4007927503947; 0.23; -0.06; 0.07; 0.09; 0.04; -0.01;
4007944108433; 0.22; -0.08; 0.07; 0.09; 0.04; -0.01;
4007960729597; 0.21; -0.10; 0.06; 0.09; 0.03; -0.01;
4007977298588; 0.20; -0.11; 0.06; 0.09; 0.03; -0.02;
4008010705991; 0.17; -0.14; 0.06; 0.10; 0.02; -0.02;
4008027357519; 0.16; -0.16; 0.06; 0.10; 0.02; -0.02;
4008043962432; 0.16; -0.18; 0.06; 0.10; 0.02; -0.02;
4008093950800; 0.15; -0.23; 0.07; 0.11; 0.02; -0.02;
4008110736611; 0.14; -0.26; 0.07; 0.11; 0.01; -0.02;
4008127450148; 0.14; -0.28; 0.07; 0.11; 0.01; -0.02;
4008143982361; 0.14; -0.30; 0.06; 0.12; 0.01; -0.02;
4008160610368; 0.14; -0.32; 0.06; 0.12; 0.01; -0.02;
4008177364532; 0.14; -0.34; 0.05; 0.12; 0.01; -0.03;
4008194051555; 0.14; -0.36; 0.05; 0.12; 0.01; -0.03;
4008227303292; 0.14; -0.39; 0.03; 0.13; 0.01; -0.03;
4008244047621; 0.14; -0.40; 0.03; 0.13; 0.01; -0.03;
4008260523811; 0.14; -0.40; 0.02; 0.13; 0.01; -0.03;
4008277281824; 0.14; -0.41; 0.01; 0.13; 0.01; -0.03;
4008293896146; 0.14; -0.42; 0.00; 0.13; 0.01; -0.02;
4008327171832; 0.14; -0.43; -0.01; 0.13; 0.01; -0.02;
4008343943957; 0.14; -0.44; -0.02; 0.13; 0.02; -0.02;
4008360574958; 0.14; -0.44; -0.02; 0.14; 0.02; -0.02;
4008377185431; 0.14; -0.44; -0.03; 0.14; 0.02; -0.02;
4008393983216; 0.13; -0.45; -0.03; 0.14; 0.02; -0.02;
4008410573162; 0.13; -0.45; -0.04; 0.14; 0.02; -0.02;
4008427225545; 0.12; -0.46; -0.04; 0.14; 0.02; -0.02;
4008444006224; 0.12; -0.47; -0.04; 0.14; 0.02; -0.02;
4008477234440; 0.11; -0.49; -0.05; 0.15; 0.02; -0.02;
4008493927022; 0.10; -0.50; -0.05; 0.16; 0.02; -0.02;
4008510618322; 0.10; -0.51; -0.05; 0.16; 0.02; -0.02;
4008527224946; 0.09; -0.52; -0.05; 0.16; 0.02; -0.02;
4008543841834; 0.09; -0.53; -0.05; 0.17; 0.02; -0.02;
4008560475828; 0.08; -0.54; -0.05; 0.17; 0.02; -0.02;
4008593830202; 0.08; -0.56; -0.04; 0.18; 0.02; -0.02;
4008610512521; 0.07; -0.57; -0.04; 0.18; 0.02; -0.02;
4008627222209; 0.07; -0.59; -0.04; 0.18; 0.02; -0.02;
4008643855775; 0.07; -0.60; -0.03; 0.19; 0.02; -0.02;
4008660451708; 0.06; -0.61; -0.02; 0.19; 0.02; -0.02;
4008677222124; 0.06; -0.62; -0.02; 0.19; 0.02; -0.02;
4008693847992; 0.06; -0.63; -0.01; 0.19; 0.02; -0.02;
4008727105289; 0.05; -0.65; -0.00; 0.19; 0.02; -0.01;
4008743889389; 0.05; -0.66; -0.00; 0.19; 0.02; -0.01;
4008760462229; 0.04; -0.67; 0.00; 0.20; 0.02; -0.01;
4008777122309; 0.04; -0.68; 0.00; 0.20; 0.02; -0.01;
4008793808049; 0.04; -0.69; 0.01; 0.21; 0.02; -0.01;
4008810480960; 0.04; -0.71; 0.01; 0.21; 0.02; -0.01;
4008843713025; 0.03; -0.74; 0.01; 0.21; 0.02; -0.01;
4008860492421; 0.02; -0.75; 0.01; 0.21; 0.02; -0.01;
4008877108881; 0.02; -0.77; 0.01; 0.22; 0.02; -0.02;
4008893746296; 0.02; -0.78; 0.00; 0.22; 0.02; -0.02;
4008910478223; 0.01; -0.80; -0.00; 0.22; 0.03; -0.02;
4008927054484; 0.01; -0.81; -0.01; 0.23; 0.03; -0.03;
4008943877928; 0.01; -0.83; -0.01; 0.23; 0.03; -0.04;
4008977112986; 0.01; -0.86; -0.03; 0.24; 0.04; -0.06;
4008993825241; 0.01; -0.87; -0.04; 0.24; 0.04; -0.06;
4009010470782; 0.01; -0.89; -0.05; 0.24; 0.04; -0.06;
4009027041483; 0.01; -0.90; -0.05; 0.25; 0.05; -0.06;
4009043670345; 0.01; -0.92; -0.06; 0.26; 0.05; -0.07;
4009060361217; 0.01; -0.93; -0.06; 0.26; 0.05; -0.07;
4009093697202; 0.01; -0.96; -0.07; 0.27; 0.05; -0.07;
4009110423141; 0.01; -0.97; -0.08; 0.27; 0.05; -0.07;
4009127137106; 0.01; -0.98; -0.08; 0.28; 0.05; -0.08;
4009143717216; 0.00; -0.99; -0.08; 0.28; 0.05; -0.08;
4009160338380; 0.00; -1.00; -0.09; 0.28; 0.05; -0.08;
4009176971091; -0.00; -1.01; -0.09; 0.29; 0.05; -0.08;
4009194099880; -0.01; -1.02; -0.10; 0.29; 0.05; -0.08;
4009226982980; -0.02; -1.03; -0.10; 0.30; 0.05; -0.09;
4009243545556; -0.02; -1.04; -0.10; 0.30; 0.05; -0.09;
4009260345907; -0.03; -1.04; -0.10; 0.30; 0.05; -0.09;
4009276924734; -0.03; -1.05; -0.10; 0.31; 0.06; -0.09;
4009293596361; -0.04; -1.07; -0.10; 0.31; 0.06; -0.09;
4009310381744; -0.05; -1.08; -0.10; 0.31; 0.06; -0.09;
4009343605256; -0.05; -1.10; -0.11; 0.32; 0.06; -0.09;
4009360259350; -0.06; -1.12; -0.10; 0.32; 0.06; -0.09;
4009376935254; -0.06; -1.13; -0.10; 0.33; 0.06; -0.09;
4009393588065; -0.06; -1.14; -0.10; 0.33; 0.06; -0.09;
4009410214361; -0.07; -1.15; -0.10; 0.33; 0.06; -0.09;
4009426943721; -0.07; -1.15; -0.10; 0.34; 0.06; -0.10;
4009443867664; -0.07; -1.16; -0.10; 0.34; 0.06; -0.10;
4009476952189; -0.08; -1.17; -0.11; 0.34; 0.06; -0.10;
4009493551543; -0.08; -1.18; -0.11; 0.35; 0.06; -0.10;
4009510211196; -0.08; -1.19; -0.11; 0.35; 0.06; -0.10;
4009526839631; -0.09; -1.20; -0.11; 0.35; 0.06; -0.10;
4009543544187; -0.09; -1.20; -0.11; 0.36; 0.06; -0.10;
4009560282529; -0.09; -1.21; -0.11; 0.36; 0.06; -0.10;
4009593598841; -0.09; -1.22; -0.11; 0.37; 0.06; -0.10;
4009610229842; -0.09; -1.23; -0.12; 0.37; 0.06; -0.10;
4009626889923; -0.10; -1.23; -0.12; 0.37; 0.06; -0.10;
4009643446511; -0.10; -1.24; -0.12; 0.37; 0.06; -0.10;
4009660211795; -0.10; -1.25; -0.12; 0.38; 0.06; -0.10;
4009676797892; -0.10; -1.25; -0.12; 0.38; 0.06; -0.10;
4009710221973; -0.10; -1.26; -0.12; 0.38; 0.07; -0.10;
4009726847414; -0.10; -1.26; -0.12; 0.39; 0.07; -0.10;
4009743511344; -0.10; -1.26; -0.13; 0.39; 0.07; -0.10;
4009760082473; -0.10; -1.27; -0.13; 0.39; 0.07; -0.10;
4009776840058; -0.10; -1.27; -0.13; 0.39; 0.07; -0.10;
4009793425300; -0.10; -1.28; -0.13; 0.40; 0.07; -0.10;
4009810331709; -0.10; -1.28; -0.14; 0.40; 0.07; -0.10;
4009843497060; -0.10; -1.28; -0.14; 0.40; 0.07; -0.10;
4009860214019; -0.10; -1.28; -0.15; 0.41; 0.07; -0.10;
4009876980157; -0.10; -1.29; -0.15; 0.41; 0.07; -0.11;
4009893459769; -0.10; -1.29; -0.15; 0.41; 0.07; -0.11;
4009910114290; -0.10; -1.30; -0.15; 0.42; 0.07; -0.11;
4009926755126; -0.10; -1.30; -0.15; 0.42; 0.07; -0.11;
4009943904442; -0.10; -1.31; -0.15; 0.42; 0.07; -0.11;
4009976733231; -0.10; -1.31; -0.15; 0.43; 0.08; -0.12;
4009993442491; -0.09; -1.31; -0.15; 0.43; 0.08; -0.12;
4010010126521; -0.08; -1.31; -0.14; 0.44; 0.08; -0.12;
4010026731434; -0.06; -1.30; -0.14; 0.44; 0.08; -0.13;
4010043353882; -0.04; -1.30; -0.14; 0.44; 0.08; -0.13;
4010060094361; -0.02; -1.29; -0.14; 0.44; 0.08; -0.13;
4010093318729; 0.02; -1.27; -0.14; 0.45; 0.09; -0.13;
4010110081446; 0.04; -1.26; -0.15; 0.45; 0.09; -0.13;
4010126763765; 0.05; -1.26; -0.16; 0.45; 0.09; -0.13;
4010143345158; 0.07; -1.24; -0.17; 0.45; 0.09; -0.13;
4010159956058; 0.09; -1.23; -0.18; 0.45; 0.09; -0.13;
4010176690978; 0.11; -1.22; -0.19; 0.45; 0.10; -0.13;
4010209955118; 0.14; -1.20; -0.19; 0.45; 0.13; -0.12;
4010226729382; 0.15; -1.20; -0.20; 0.44; 0.16; -0.12;
4010243364231; 0.18; -1.19; -0.21; 0.44; 0.16; -0.12;
4010259976415; 0.20; -1.19; -0.22; 0.44; 0.16; -0.11;
4010276604421; 0.22; -1.18; -0.22; 0.44; 0.16; -0.11;
4010293345329; 0.24; -1.18; -0.23; 0.44; 0.17; -0.11;
4010310199136; 0.26; -1.18; -0.24; 0.44; 0.17; -0.11;
4010343421793; 0.29; -1.17; -0.26; 0.44; 0.17; -0.11;
4010359974105; 0.31; -1.16; -0.26; 0.44; 0.17; -0.11;
4010376593131; 0.33; -1.16; -0.27; 0.44; 0.17; -0.11;
4010393298543; 0.35; -1.15; -0.27; 0.44; 0.17; -0.11;
4010426591335; 0.37; -1.14; -0.28; 0.44; 0.18; -0.10;
4010443236448; 0.39; -1.14; -0.29; 0.44; 0.18; -0.10;
4010459994462; 0.40; -1.13; -0.29; 0.44; 0.18; -0.10;
4010476661385; 0.42; -1.12; -0.29; 0.44; 0.18; -0.10;
4010493168366; 0.43; -1.11; -0.29; 0.44; 0.18; -0.10;
4010509941775; 0.45; -1.11; -0.29; 0.44; 0.19; -0.10;
4010526811406; 0.46; -1.10; -0.29; 0.44; 0.19; -0.10;
4010559830499; 0.49; -1.09; -0.30; 0.44; 0.19; -0.10;
4010576575256; 0.50; -1.08; -0.30; 0.44; 0.19; -0.10;
4010593385015; 0.52; -1.07; -0.31; 0.44; 0.19; -0.10;
4010609819295; 0.53; -1.06; -0.31; 0.44; 0.20; -0.09;
4010626578591; 0.54; -1.06; -0.31; 0.44; 0.20; -0.09;
4010643194196; 0.56; -1.05; -0.31; 0.44; 0.20; -0.09;
4010676451920; 0.58; -1.04; -0.32; 0.43; 0.20; -0.09;
4010693203091; 0.59; -1.03; -0.32; 0.43; 0.20; -0.09;
4010709829815; 0.61; -1.02; -0.33; 0.43; 0.21; -0.09;
4010726441999; 0.62; -1.01; -0.33; 0.43; 0.21; -0.08;
4010743159813; 0.62; -1.00; -0.34; 0.43; 0.21; -0.08;
4010759832723; 0.63; -0.99; -0.34; 0.43; 0.21; -0.08;
4010793227296; 0.65; -0.98; -0.36; 0.43; 0.21; -0.08;
4010809862146; 0.66; -0.97; -0.36; 0.43; 0.22; -0.08;
4010826475185; 0.67; -0.96; -0.37; 0.43; 0.22; -0.08;
4010843115166; 0.68; -0.95; -0.38; 0.43; 0.22; -0.08;
4010859847520; 0.69; -0.94; -0.39; 0.43; 0.22; -0.08;
4010876472533; 0.69; -0.94; -0.39; 0.43; 0.22; -0.08;
4010893136891; 0.70; -0.93; -0.40; 0.43; 0.22; -0.07;
4010926546432; 0.72; -0.92; -0.41; 0.42; 0.22; -0.07;
4010943269805; 0.73; -0.91; -0.41; 0.42; 0.23; -0.07;
4010959727178; 0.73; -0.91; -0.41; 0.42; 0.23; -0.07;
4010976478349; 0.74; -0.91; -0.42; 0.42; 0.23; -0.07;
4010993062736; 0.74; -0.91; -0.42; 0.42; 0.23; -0.07;
4011009674492; 0.74; -0.91; -0.42; 0.42; 0.23; -0.07;
4011043105843; 0.75; -0.91; -0.43; 0.42; 0.23; -0.07;
4011059731712; 0.75; -0.91; -0.43; 0.42; 0.24; -0.06;
4011076369982; 0.75; -0.91; -0.43; 0.42; 0.24; -0.06;
4011093092500; 0.75; -0.91; -0.43; 0.42; 0.24; -0.06;
4011109693993; 0.75; -0.91; -0.43; 0.42; 0.24; -0.06;
4011126353646; 0.75; -0.91; -0.44; 0.42; 0.24; -0.06;
4011143556418; 0.75; -0.92; -0.44; 0.42; 0.24; -0.06;
4011176316354; 0.75; -0.92; -0.44; 0.43; 0.25; -0.06;
4011193060255; 0.75; -0.92; -0.44; 0.43; 0.25; -0.06;
4011209748989; 0.75; -0.92; -0.44; 0.43; 0.25; -0.06;
4011226315841; 0.75; -0.92; -0.44; 0.43; 0.25; -0.06;
4011242942565; 0.75; -0.92; -0.45; 0.43; 0.25; -0.06;
4011259695447; 0.76; -0.92; -0.45; 0.43; 0.25; -0.06;
4011292964717; 0.76; -0.92; -0.45; 0.43; 0.26; -0.06;
4011309695789; 0.77; -0.92; -0.45; 0.43; 0.26; -0.06;
4011326322940; 0.77; -0.92; -0.46; 0.43; 0.26; -0.06;
4011342972757; 0.77; -0.92; -0.46; 0.43; 0.27; -0.05;
4011359542176; 0.77; -0.92; -0.46; 0.43; 0.27; -0.05;
4011376387430; 0.78; -0.92; -0.46; 0.43; 0.27; -0.05;
4011392965829; 0.78; -0.92; -0.46; 0.43; 0.27; -0.05;
4011426356126; 0.79; -0.92; -0.47; 0.43; 0.28; -0.05;
4011443073085; 0.79; -0.92; -0.47; 0.43; 0.28; -0.05;
4011459629674; 0.79; -0.92; -0.47; 0.43; 0.28; -0.05;
4011476230738; 0.79; -0.93; -0.47; 0.43; 0.28; -0.05;
4011492980198; 0.79; -0.93; -0.47; 0.43; 0.29; -0.05;
4011509544485; 0.79; -0.93; -0.47; 0.43; 0.29; -0.05;
4011526272135; 0.79; -0.94; -0.47; 0.43; 0.29; -0.05;
4011559572197; 0.79; -0.94; -0.47; 0.43; 0.29; -0.05;
4011576173689; 0.79; -0.94; -0.47; 0.43; 0.30; -0.05;
4011592964204; 0.78; -0.95; -0.47; 0.43; 0.30; -0.05;
4011609667906; 0.78; -0.96; -0.47; 0.43; 0.30; -0.05;
4011626185578; 0.77; -0.96; -0.47; 0.43; 0.30; -0.05;
4011642824704; 0.77; -0.97; -0.47; 0.43; 0.30; -0.05;
4011659564756; 0.77; -0.98; -0.47; 0.44; 0.31; -0.05;
4011692845573; 0.76; -0.99; -0.47; 0.44; 0.31; -0.05;
4011709574934; 0.76; -0.99; -0.47; 0.44; 0.31; -0.05;
4011726210211; 0.76; -1.00; -0.46; 0.44; 0.31; -0.05;
4011742937433; 0.75; -1.00; -0.46; 0.44; 0.31; -0.05;
4011759465369; 0.75; -1.01; -0.46; 0.44; 0.32; -0.05;
4011792830434; 0.75; -1.02; -0.46; 0.45; 0.32; -0.05;
4011809474692; 0.75; -1.02; -0.46; 0.45; 0.32; -0.05;
4011826229284; 0.74; -1.02; -0.46; 0.45; 0.32; -0.05;
4011842823934; 0.74; -1.03; -0.46; 0.45; 0.33; -0.05;
4011859481449; 0.74; -1.03; -0.46; 0.45; 0.33; -0.05;
4011876129555; 0.74; -1.04; -0.46; 0.45; 0.33; -0.05;
4011909586566; 0.74; -1.04; -0.46; 0.46; 0.33; -0.05;
4011926181644; 0.74; -1.05; -0.46; 0.46; 0.34; -0.05;
4011942830178; 0.74; -1.05; -0.46; 0.46; 0.34; -0.05;
4011959520194; 0.73; -1.05; -0.46; 0.46; 0.34; -0.05;
4011976223468; 0.73; -1.06; -0.46; 0.46; 0.34; -0.05;
4011992848054; 0.73; -1.07; -0.46; 0.46; 0.34; -0.05;
4012009675775; 0.72; -1.07; -0.47; 0.46; 0.34; -0.05;
4012042710692; 0.72; -1.07; -0.47; 0.47; 0.35; -0.05;
4012059492653; 0.72; -1.08; -0.46; 0.47; 0.35; -0.05;
4012076093718; 0.72; -1.08; -0.46; 0.47; 0.35; -0.05;
4012092701198; 0.71; -1.08; -0.46; 0.47; 0.35; -0.05;
