Timestamp(ns);Rotation_X(rad);Rotation_Y(rad);Rotation_Z(rad);Position_X(m);Position_Y(m);Position_Z(m);
3997413988827; 0.32; 0.29; 0.01; 0.01; 0.03; 0.01;
3997430901223; 0.33; 0.29; 0.01; 0.01; 0.04; 0.01;
3997447365439; 0.33; 0.29; 0.02; 0.01; 0.04; 0.01;
3997463984465; 0.33; 0.30; 0.02; 0.01; 0.04; 0.01;
3997480739057; 0.34; 0.30; 0.03; 0.01; 0.04; 0.01;
3997513986945; 0.36; 0.30; 0.04; 0.01; 0.04; 0.01;
3997530609820; 0.37; 0.29; 0.04; 0.01; 0.04; 0.01;
3997547494846; 0.37; 0.27; 0.04; 0.01; 0.04; 0.00;
3997564006959; 0.38; 0.26; 0.04; 0.01; 0.05; 0.00;
3997580615722; 0.38; 0.26; 0.04; 0.01; 0.05; 0.00;
3997597339095; 0.39; 0.25; 0.04; 0.01; 0.06; 0.00;
3997613963681; 0.39; 0.24; 0.04; 0.01; 0.06; -0.00;
3997647374077; 0.41; 0.24; 0.03; 0.01; 0.07; -0.00;
3997664085476; 0.41; 0.24; 0.03; 0.01; 0.07; -0.00;
3997680592885; 0.42; 0.24; 0.02; 0.01; 0.08; -0.00;
3997697258098; 0.42; 0.24; 0.02; 0.01; 0.08; -0.00;
3997713989169; 0.43; 0.24; 0.02; 0.01; 0.08; -0.00;
3997730600925; 0.44; 0.23; 0.02; 0.01; 0.09; -0.01;
3997747420520; 0.44; 0.23; 0.02; 0.01; 0.09; -0.01;
3997780614524; 0.45; 0.22; 0.03; 0.01; 0.10; -0.01;
3997797277599; 0.45; 0.22; 0.02; 0.01; 0.10; -0.01;
3997813873104; 0.45; 0.22; 0.02; 0.01; 0.10; -0.01;
3997830643947; 0.46; 0.22; 0.02; 0.01; 0.10; -0.01;
3997847270671; 0.46; 0.22; 0.02; 0.01; 0.10; -0.02;
3997863940588; 0.46; 0.22; 0.02; 0.01; 0.11; -0.02;
3997880727681; 0.46; 0.22; 0.02; 0.01; 0.11; -0.02;
3997913896454; 0.46; 0.22; 0.02; 0.01; 0.11; -0.02;
3997930453898; 0.46; 0.22; 0.02; 0.01; 0.11; -0.03;
3997947242275; 0.46; 0.21; 0.02; 0.01; 0.11; -0.03;
3997963903211; 0.46; 0.21; 0.03; 0.01; 0.12; -0.04;
3997980475623; 0.46; 0.20; 0.03; 0.00; 0.12; -0.04;
3997997244327; 0.46; 0.20; 0.02; 0.00; 0.12; -0.04;
3998030512743; 0.45; 0.22; 0.02; 0.00; 0.12; -0.05;
3998047233123; 0.45; 0.23; 0.02; -0.00; 0.12; -0.05;
3998063869683; 0.44; 0.24; 0.01; -0.00; 0.12; -0.05;
3998080532329; 0.43; 0.24; 0.01; -0.00; 0.12; -0.06;
3998097123130; 0.43; 0.25; 0.02; -0.00; 0.12; -0.06;
3998113859333; 0.42; 0.25; 0.02; -0.00; 0.12; -0.06;
3998130693469; 0.41; 0.25; 0.02; -0.00; 0.12; -0.07;
3998163844708; 0.40; 0.25; 0.02; -0.01; 0.12; -0.07;
3998180476136; 0.40; 0.24; 0.03; -0.01; 0.12; -0.07;
3998197144770; 0.39; 0.24; 0.03; -0.01; 0.12; -0.08;
3998213740703; 0.39; 0.24; 0.03; -0.01; 0.12; -0.08;
3998230475623; 0.39; 0.24; 0.03; -0.01; 0.12; -0.08;
3998247223372; 0.38; 0.24; 0.03; -0.01; 0.12; -0.09;
3998280429351; 0.38; 0.24; 0.04; -0.02; 0.12; -0.10;
3998297121933; 0.38; 0.23; 0.04; -0.02; 0.12; -0.10;
3998313762342; 0.38; 0.23; 0.04; -0.02; 0.12; -0.10;
3998330392059; 0.37; 0.23; 0.04; -0.02; 0.12; -0.11;
3998347096188; 0.37; 0.23; 0.04; -0.02; 0.12; -0.11;
3998363726761; 0.36; 0.23; 0.04; -0.03; 0.12; -0.12;
3998380681495; 0.36; 0.23; 0.04; -0.03; 0.12; -0.12;
3998413754045; 0.36; 0.24; 0.04; -0.03; 0.12; -0.13;
3998430344419; 0.35; 0.24; 0.03; -0.03; 0.12; -0.13;
3998447122104; 0.35; 0.25; 0.03; -0.03; 0.12; -0.14;
3998463770211; 0.34; 0.25; 0.04; -0.03; 0.12; -0.14;
3998480366571; 0.34; 0.24; 0.04; -0.04; 0.12; -0.15;
3998496935562; 0.33; 0.24; 0.04; -0.04; 0.12; -0.15;
3998530380598; 0.33; 0.23; 0.04; -0.04; 0.13; -0.16;
3998547082161; 0.32; 0.23; 0.04; -0.04; 0.13; -0.16;
3998563766618; 0.32; 0.23; 0.04; -0.04; 0.13; -0.16;
3998580412587; 0.31; 0.23; 0.04; -0.04; 0.13; -0.17;
3998596997828; 0.31; 0.23; 0.04; -0.05; 0.13; -0.17;
3998613604025; 0.31; 0.23; 0.04; -0.05; 0.13; -0.18;
3998647014849; 0.30; 0.23; 0.03; -0.05; 0.13; -0.18;
3998663638151; 0.30; 0.23; 0.03; -0.05; 0.13; -0.19;
3998680456464; 0.30; 0.23; 0.04; -0.05; 0.13; -0.19;
3998696974564; 0.30; 0.22; 0.04; -0.05; 0.13; -0.19;
3998713656455; 0.30; 0.22; 0.04; -0.06; 0.13; -0.20;
3998730251105; 0.30; 0.22; 0.04; -0.06; 0.13; -0.20;
3998747323015; 0.30; 0.22; 0.04; -0.06; 0.13; -0.20;
3998780239900; 0.30; 0.22; 0.04; -0.06; 0.13; -0.21;
3998797016303; 0.29; 0.21; 0.04; -0.06; 0.13; -0.21;
3998813584010; 0.29; 0.21; 0.05; -0.06; 0.14; -0.22;
3998830219287; 0.29; 0.20; 0.05; -0.06; 0.14; -0.22;
3998846993979; 0.28; 0.19; 0.05; -0.06; 0.14; -0.22;
3998863631822; 0.28; 0.18; 0.05; -0.07; 0.14; -0.23;
3998880604090; 0.28; 0.17; 0.06; -0.07; 0.14; -0.23;
3998913615913; 0.27; 0.16; 0.06; -0.07; 0.14; -0.24;
3998930255039; 0.27; 0.16; 0.06; -0.07; 0.14; -0.24;
3998946846695; 0.27; 0.15; 0.07; -0.07; 0.14; -0.25;
3998963583326; 0.27; 0.15; 0.07; -0.07; 0.14; -0.25;
3998980226729; 0.27; 0.14; 0.07; -0.08; 0.14; -0.25;
3998996839767; 0.27; 0.14; 0.07; -0.08; 0.14; -0.26;
3999030240328; 0.26; 0.13; 0.07; -0.08; 0.14; -0.26;
3999046855077; 0.26; 0.12; 0.07; -0.08; 0.14; -0.27;
3999063544666; 0.25; 0.12; 0.07; -0.08; 0.14; -0.27;
3999080262908; 0.25; 0.11; 0.07; -0.08; 0.14; -0.28;
3999096910159; 0.25; 0.11; 0.06; -0.08; 0.14; -0.28;
3999113591623; 0.24; 0.10; 0.06; -0.08; 0.14; -0.29;
3999130150777; 0.24; 0.09; 0.06; -0.08; 0.14; -0.29;
3999147199595; 0.23; 0.09; 0.06; -0.08; 0.15; -0.29;
3999180157962; 0.22; 0.08; 0.05; -0.08; 0.15; -0.30;
3999196859525; 0.22; 0.08; 0.04; -0.08; 0.15; -0.31;
3999213492236; 0.21; 0.08; 0.03; -0.08; 0.15; -0.31;
3999230121526; 0.21; 0.08; 0.03; -0.08; 0.15; -0.31;
3999246841050; 0.20; 0.07; 0.03; -0.08; 0.15; -0.32;
3999263463070; 0.20; 0.07; 0.03; -0.08; 0.15; -0.32;
3999296720794; 0.19; 0.06; 0.04; -0.08; 0.14; -0.33;
3999313490354; 0.19; 0.05; 0.04; -0.08; 0.14; -0.33;
3999330143593; 0.19; 0.04; 0.05; -0.08; 0.14; -0.34;
3999346672812; 0.19; 0.04; 0.05; -0.08; 0.14; -0.34;
3999363559121; 0.18; 0.03; 0.05; -0.08; 0.14; -0.34;
3999380110578; 0.18; 0.03; 0.05; -0.08; 0.14; -0.35;
3999413394389; 0.17; 0.03; 0.05; -0.08; 0.14; -0.35;
3999430120328; 0.17; 0.03; 0.05; -0.08; 0.14; -0.36;
3999446801364; 0.17; 0.03; 0.05; -0.08; 0.14; -0.36;
3999463356670; 0.17; 0.03; 0.05; -0.08; 0.14; -0.36;
3999480112545; 0.17; 0.03; 0.05; -0.08; 0.14; -0.36;
3999513383954; 0.18; 0.04; 0.05; -0.08; 0.14; -0.37;
3999530087228; 0.18; 0.04; 0.05; -0.08; 0.14; -0.37;
3999546741749; 0.18; 0.04; 0.05; -0.08; 0.14; -0.37;
3999563492493; 0.19; 0.04; 0.05; -0.08; 0.14; -0.37;
3999579945589; 0.19; 0.05; 0.05; -0.08; 0.14; -0.37;
3999596749789; 0.19; 0.05; 0.05; -0.08; 0.14; -0.37;
3999613823411; 0.19; 0.05; 0.04; -0.08; 0.14; -0.37;
3999646759112; 0.19; 0.05; 0.03; -0.08; 0.14; -0.38;
3999663373862; 0.19; 0.05; 0.03; -0.08; 0.14; -0.38;
3999679989467; 0.19; 0.05; 0.03; -0.08; 0.14; -0.38;
3999696667509; 0.19; 0.05; 0.03; -0.08; 0.14; -0.38;
3999713356670; 0.19; 0.05; 0.03; -0.08; 0.14; -0.38;
3999730049680; 0.19; 0.05; 0.03; -0.08; 0.14; -0.38;
3999763423298; 0.20; 0.05; 0.04; -0.08; 0.14; -0.38;
3999780026074; 0.20; 0.05; 0.04; -0.08; 0.14; -0.38;
3999796627138; 0.20; 0.05; 0.04; -0.08; 0.14; -0.38;
3999813373605; 0.20; 0.06; 0.04; -0.08; 0.14; -0.39;
3999829967827; 0.20; 0.06; 0.04; -0.08; 0.14; -0.39;
3999846604815; 0.20; 0.06; 0.04; -0.08; 0.14; -0.39;
3999880060115; 0.20; 0.06; 0.04; -0.08; 0.14; -0.39;
3999896708221; 0.19; 0.06; 0.04; -0.08; 0.14; -0.39;
3999913503013; 0.19; 0.06; 0.04; -0.08; 0.14; -0.39;
3999929945418; 0.19; 0.06; 0.04; -0.08; 0.14; -0.39;
3999946696589; 0.19; 0.06; 0.05; -0.08; 0.14; -0.39;
3999963435358; 0.19; 0.06; 0.05; -0.08; 0.14; -0.39;
3999979958590; 0.19; 0.06; 0.05; -0.08; 0.14; -0.39;
4000046634408; 0.19; 0.07; 0.03; -0.08; 0.14; -0.39;
4000063319721; 0.19; 0.08; 0.03; -0.08; 0.14; -0.39;
4000080206885; 0.19; 0.08; 0.03; -0.09; 0.14; -0.39;
4000096721992; 0.19; 0.08; 0.03; -0.09; 0.14; -0.39;
4000113243941; 0.19; 0.08; 0.03; -0.09; 0.14; -0.39;
4000129925832; 0.18; 0.08; 0.03; -0.09; 0.14; -0.39;
4000146819411; 0.18; 0.08; 0.03; -0.09; 0.14; -0.39;
4000213226664; 0.17; 0.09; 0.03; -0.09; 0.14; -0.38;
4000229974841; 0.17; 0.09; 0.03; -0.09; 0.14; -0.38;
4000246750388; 0.17; 0.09; 0.02; -0.09; 0.15; -0.38;
4000263369414; 0.16; 0.09; 0.02; -0.09; 0.15; -0.38;
4000279944820; 0.16; 0.10; 0.02; -0.09; 0.15; -0.38;
4000296493283; 0.15; 0.10; 0.02; -0.09; 0.15; -0.38;
4000313212808; 0.15; 0.10; 0.02; -0.09; 0.15; -0.38;
4000346613796; 0.16; 0.09; 0.03; -0.09; 0.15; -0.38;
4000363669456; 0.16; 0.09; 0.03; -0.09; 0.16; -0.38;
4000380417205; 0.16; 0.09; 0.03; -0.09; 0.16; -0.37;
4000396725328; 0.16; 0.09; 0.03; -0.09; 0.16; -0.37;
4000413336228; 0.17; 0.09; 0.03; -0.09; 0.16; -0.37;
4000429944563; 0.18; 0.09; 0.03; -0.09; 0.16; -0.37;
4000446516120; 0.18; 0.10; 0.03; -0.09; 0.17; -0.37;
4000479955169; 0.19; 0.10; 0.02; -0.09; 0.17; -0.37;
4000496560938; 0.19; 0.10; 0.02; -0.09; 0.17; -0.37;
4000513361289; 0.20; 0.10; 0.02; -0.09; 0.18; -0.37;
4000530011961; 0.20; 0.10; 0.01; -0.09; 0.18; -0.36;
4000546538187; 0.20; 0.10; 0.01; -0.09; 0.19; -0.36;
4000563241460; 0.21; 0.10; 0.01; -0.09; 0.19; -0.36;
4000580744018; 0.21; 0.11; 0.00; -0.09; 0.19; -0.36;
4000613305950; 0.22; 0.11; 0.00; -0.09; 0.20; -0.35;
4000630059260; 0.23; 0.11; 0.00; -0.09; 0.20; -0.35;
4000646694537; 0.23; 0.11; 0.00; -0.09; 0.21; -0.35;
4000663276357; 0.24; 0.11; 0.00; -0.09; 0.21; -0.35;
4000679905647; 0.24; 0.11; 0.00; -0.09; 0.22; -0.35;
4000696522534; 0.24; 0.11; 0.00; -0.09; 0.22; -0.34;
4000713311339; 0.25; 0.11; 0.00; -0.09; 0.22; -0.34;
4000746646468; 0.26; 0.11; 0.01; -0.08; 0.23; -0.34;
4000763443826; 0.26; 0.11; 0.01; -0.08; 0.23; -0.34;
4000780145817; 0.26; 0.11; 0.00; -0.08; 0.24; -0.33;
4000796793495; 0.27; 0.11; 0.00; -0.08; 0.24; -0.33;
4000813307747; 0.27; 0.11; 0.01; -0.08; 0.24; -0.33;
4000829881014; 0.27; 0.11; 0.01; -0.08; 0.25; -0.33;
4000847506735; 0.28; 0.11; 0.00; -0.08; 0.25; -0.33;
4000880034456; 0.28; 0.11; 0.00; -0.08; 0.26; -0.32;
4000896886553; 0.29; 0.11; -0.00; -0.08; 0.26; -0.32;
4000913388402; 0.29; 0.11; -0.00; -0.08; 0.26; -0.32;
4000930070721; 0.29; 0.11; -0.01; -0.08; 0.27; -0.32;
4000946580268; 0.30; 0.11; -0.01; -0.08; 0.27; -0.32;
4000963273278; 0.30; 0.11; -0.01; -0.08; 0.27; -0.32;
4000996645613; 0.30; 0.11; -0.01; -0.08; 0.27; -0.31;
4001013289443; 0.30; 0.11; -0.01; -0.08; 0.28; -0.31;
4001029970479; 0.30; 0.11; -0.01; -0.07; 0.28; -0.31;
4001046788364; 0.30; 0.11; -0.01; -0.07; 0.28; -0.31;
4001063273962; 0.30; 0.11; -0.01; -0.07; 0.28; -0.31;
4001079888712; 0.30; 0.11; -0.01; -0.07; 0.28; -0.31;
4001096632612; 0.30; 0.11; -0.01; -0.07; 0.28; -0.31;
4001129966459; 0.30; 0.10; -0.01; -0.07; 0.28; -0.31;
4001146627823; 0.30; 0.10; -0.01; -0.07; 0.28; -0.31;
4001163295601; 0.30; 0.10; -0.01; -0.07; 0.28; -0.31;
4001180101084; 0.30; 0.10; -0.00; -0.07; 0.28; -0.31;
4001196582834; 0.30; 0.10; -0.00; -0.07; 0.28; -0.31;
4001213189885; 0.30; 0.10; -0.00; -0.07; 0.28; -0.31;
4001229944477; 0.30; 0.09; -0.00; -0.07; 0.28; -0.31;
4001263353591; 0.29; 0.09; -0.00; -0.07; 0.28; -0.31;
4001280058575; 0.29; 0.10; -0.00; -0.07; 0.28; -0.31;
4001296768692; 0.29; 0.10; -0.00; -0.07; 0.28; -0.31;
4001313519007; 0.29; 0.10; -0.00; -0.07; 0.28; -0.31;
4001329969966; 0.29; 0.10; -0.00; -0.07; 0.28; -0.31;
4001346605243; 0.29; 0.10; -0.01; -0.07; 0.28; -0.31;
4001363510369; 0.29; 0.10; -0.01; -0.07; 0.28; -0.31;
4001396763816; 0.29; 0.10; -0.01; -0.07; 0.28; -0.31;
4001413430740; 0.28; 0.10; -0.01; -0.07; 0.27; -0.31;
4001430121611; 0.28; 0.11; -0.01; -0.07; 0.27; -0.31;
4001446871499; 0.28; 0.11; -0.01; -0.07; 0.27; -0.31;
4001463285680; 0.28; 0.11; -0.01; -0.07; 0.27; -0.31;
4001480018034; 0.28; 0.11; -0.01; -0.07; 0.27; -0.31;
4001513369842; 0.28; 0.12; -0.01; -0.07; 0.27; -0.31;
4001530015382; 0.28; 0.13; -0.02; -0.07; 0.27; -0.31;
4001546801193; 0.28; 0.14; -0.02; -0.07; 0.27; -0.30;
4001563477525; 0.28; 0.14; -0.02; -0.06; 0.27; -0.30;
4001579975097; 0.28; 0.15; -0.02; -0.06; 0.27; -0.30;
4001596624915; 0.28; 0.15; -0.02; -0.06; 0.27; -0.30;
4001613266179; 0.28; 0.16; -0.03; -0.06; 0.27; -0.30;
4001647067450; 0.28; 0.16; -0.03; -0.06; 0.27; -0.29;
4001663724110; 0.27; 0.17; -0.04; -0.05; 0.27; -0.29;
4001680239216; 0.27; 0.18; -0.04; -0.05; 0.27; -0.29;
4001696854393; 0.27; 0.18; -0.04; -0.05; 0.27; -0.28;
4001713307918; 0.27; 0.19; -0.04; -0.05; 0.27; -0.28;
4001730031291; 0.27; 0.19; -0.04; -0.05; 0.27; -0.28;
4001746688378; 0.27; 0.20; -0.04; -0.04; 0.27; -0.28;
4001780175325; 0.27; 0.20; -0.04; -0.04; 0.27; -0.27;
4001796781521; 0.27; 0.20; -0.05; -0.04; 0.26; -0.27;
4001813533547; 0.27; 0.21; -0.05; -0.04; 0.26; -0.27;
4001830167541; 0.27; 0.21; -0.05; -0.04; 0.26; -0.26;
4001846724985; 0.27; 0.21; -0.05; -0.03; 0.26; -0.26;
4001863507375; 0.27; 0.22; -0.05; -0.03; 0.26; -0.26;
4001879999388; 0.27; 0.22; -0.05; -0.03; 0.26; -0.25;
4001913454260; 0.28; 0.23; -0.05; -0.03; 0.26; -0.25;
4001930077563; 0.28; 0.23; -0.04; -0.03; 0.26; -0.24;
4001946683332; 0.28; 0.23; -0.04; -0.03; 0.26; -0.24;
4001963508059; 0.29; 0.23; -0.03; -0.03; 0.26; -0.24;
4001980052674; 0.29; 0.23; -0.03; -0.02; 0.26; -0.23;
4001996745684; 0.29; 0.24; -0.03; -0.02; 0.26; -0.23;
4002013020022; 0.30; 0.24; -0.02; -0.02; 0.26; -0.23;
4002046828563; 0.30; 0.25; -0.02; -0.02; 0.26; -0.22;
4002063421502; 0.30; 0.25; -0.03; -0.02; 0.25; -0.21;
4002080277876; 0.30; 0.25; -0.03; -0.02; 0.25; -0.21;
4002113569812; 0.30; 0.25; -0.03; -0.02; 0.25; -0.20;
4002130149067; 0.30; 0.26; -0.03; -0.02; 0.25; -0.20;
4002146788620; 0.30; 0.26; -0.03; -0.02; 0.25; -0.20;
4002163658251; 0.30; 0.26; -0.03; -0.01; 0.25; -0.19;
4002180143422; 0.31; 0.26; -0.03; -0.01; 0.25; -0.19;
4002196741920; 0.31; 0.26; -0.03; -0.01; 0.25; -0.18;
4002213397725; 0.31; 0.26; -0.02; -0.01; 0.25; -0.18;
4002246777330; 0.31; 0.26; -0.02; -0.01; 0.25; -0.17;
4002263809897; 0.31; 0.26; -0.02; -0.01; 0.24; -0.17;
4002280253585; 0.31; 0.26; -0.01; -0.01; 0.24; -0.16;
4002296730630; 0.31; 0.26; -0.01; -0.01; 0.24; -0.16;
4002313312023; 0.31; 0.26; -0.01; -0.01; 0.24; -0.16;
4002346621066; 0.31; 0.26; -0.00; -0.01; 0.24; -0.15;
4002363101532; 0.31; 0.26; -0.00; -0.01; 0.23; -0.15;
4002379639732; 0.31; 0.26; -0.00; -0.01; 0.23; -0.14;
4002396961820; 0.30; 0.26; -0.00; -0.01; 0.23; -0.14;
4002413186977; 0.31; 0.26; -0.00; -0.01; 0.23; -0.14;
4002430012560; 0.31; 0.26; 0.00; -0.01; 0.23; -0.13;
4002446568721; 0.32; 0.26; 0.00; -0.00; 0.23; -0.13;
4002479982539; 0.32; 0.26; 0.00; -0.00; 0.23; -0.12;
4002496520311; 0.32; 0.26; -0.00; -0.00; 0.23; -0.12;
4002513410896; 0.32; 0.27; 0.00; -0.00; 0.23; -0.12;
4002529888369; 0.32; 0.27; 0.00; -0.00; 0.23; -0.11;
4002546607894; 0.32; 0.27; 0.00; -0.00; 0.23; -0.11;
4002563433477; 0.33; 0.27; 0.01; 0.00; 0.22; -0.11;
4002579715084; 0.33; 0.27; 0.01; 0.00; 0.22; -0.10;
4002612829117; 0.33; 0.27; 0.01; 0.00; 0.22; -0.10;
4002629813787; 0.33; 0.27; 0.01; 0.00; 0.22; -0.09;
4002646111645; 0.33; 0.27; 0.02; 0.00; 0.22; -0.09;
4002663303299; 0.32; 0.27; 0.02; 0.00; 0.22; -0.09;
4002679991177; 0.32; 0.27; 0.01; 0.01; 0.22; -0.08;
4002695990106; 0.32; 0.28; 0.01; 0.01; 0.21; -0.08;
4002729172991; 0.30; 0.28; 0.01; 0.01; 0.21; -0.07;
4002746337275; 0.30; 0.29; 0.01; 0.01; 0.21; -0.07;
4002762647536; 0.30; 0.29; 0.01; 0.01; 0.21; -0.07;
4002779174616; 0.30; 0.30; 0.01; 0.01; 0.21; -0.06;
4002795793215; 0.30; 0.30; 0.01; 0.01; 0.21; -0.06;
4002812432341; 0.30; 0.30; 0.01; 0.01; 0.21; -0.06;
4002829076171; 0.30; 0.30; 0.00; 0.01; 0.21; -0.05;
4002862445940; 0.30; 0.31; 0.00; 0.02; 0.21; -0.05;
4002879146648; 0.30; 0.30; 0.00; 0.02; 0.21; -0.05;
4002895879002; 0.30; 0.30; 0.00; 0.02; 0.20; -0.04;
4002913210926; 0.31; 0.30; 0.01; 0.02; 0.20; -0.04;
4002929106363; 0.31; 0.31; 0.01; 0.02; 0.20; -0.04;
4002945707855; 0.31; 0.31; 0.01; 0.02; 0.20; -0.03;
4002962701933; 0.31; 0.31; 0.01; 0.02; 0.20; -0.03;
4002995866429; 0.30; 0.31; 0.01; 0.02; 0.19; -0.02;
4003012662076; 0.30; 0.31; 0.02; 0.02; 0.19; -0.02;
4003029380318; 0.30; 0.31; 0.02; 0.03; 0.19; -0.02;
4003045858218; 0.30; 0.31; 0.02; 0.03; 0.19; -0.02;
4003062439183; 0.30; 0.30; 0.02; 0.03; 0.19; -0.02;
4003079514515; 0.30; 0.30; 0.02; 0.03; 0.19; -0.01;
4003112479297; 0.30; 0.30; 0.02; 0.03; 0.18; -0.01;
4003129063683; 0.30; 0.30; 0.02; 0.03; 0.18; -0.01;
4003145893115; 0.30; 0.30; 0.02; 0.03; 0.18; -0.00;
4003162249562; 0.30; 0.30; 0.03; 0.04; 0.18; -0.00;
4003179153832; 0.30; 0.30; 0.03; 0.04; 0.18; 0.00;
4003195703579; 0.30; 0.30; 0.03; 0.04; 0.18; 0.00;
4003228982258; 0.30; 0.30; 0.03; 0.04; 0.17; 0.01;
4003245595725; 0.30; 0.30; 0.03; 0.04; 0.17; 0.01;
4003262476047; 0.29; 0.30; 0.03; 0.04; 0.17; 0.01;
4003279034346; 0.29; 0.30; 0.03; 0.04; 0.17; 0.02;
4003295599916; 0.29; 0.30; 0.03; 0.05; 0.17; 0.02;
4003312311743; 0.29; 0.30; 0.04; 0.05; 0.17; 0.02;
4003328969685; 0.29; 0.30; 0.04; 0.05; 0.16; 0.02;
4003346018503; 0.29; 0.30; 0.04; 0.05; 0.16; 0.03;
4003379023056; 0.29; 0.30; 0.04; 0.05; 0.16; 0.03;
4003395697677; 0.29; 0.30; 0.03; 0.05; 0.16; 0.03;
4003412524115; 0.29; 0.30; 0.04; 0.05; 0.16; 0.04;
4003428989186; 0.29; 0.30; 0.04; 0.05; 0.15; 0.04;
4003445609495; 0.29; 0.30; 0.04; 0.05; 0.15; 0.04;
4003462472283; 0.29; 0.30; 0.04; 0.05; 0.15; 0.04;
4003495611120; 0.28; 0.31; 0.04; 0.05; 0.15; 0.04;
4003512230574; 0.28; 0.31; 0.04; 0.05; 0.15; 0.04;
4003528819237; 0.28; 0.32; 0.04; 0.05; 0.14; 0.05;
4003545654655; 0.27; 0.32; 0.05; 0.05; 0.14; 0.05;
4003562181308; 0.27; 0.32; 0.05; 0.06; 0.14; 0.05;
4003612200895; 0.26; 0.31; 0.05; 0.06; 0.14; 0.05;
4003628813079; 0.26; 0.31; 0.06; 0.06; 0.14; 0.05;
4003645509937; 0.26; 0.31; 0.06; 0.05; 0.14; 0.05;
4003662178999; 0.26; 0.32; 0.05; 0.05; 0.14; 0.05;
4003678824967; 0.26; 0.32; 0.05; 0.05; 0.14; 0.04;
4003695410636; 0.26; 0.32; 0.05; 0.05; 0.14; 0.04;
4003728833862; 0.26; 0.33; 0.04; 0.05; 0.14; 0.04;
4003745448184; 0.26; 0.34; 0.03; 0.05; 0.14; 0.04;
4003762198072; 0.26; 0.34; 0.03; 0.06; 0.13; 0.04;
4003778863285; 0.26; 0.35; 0.03; 0.05; 0.13; 0.04;
4003795366417; 0.26; 0.35; 0.02; 0.05; 0.13; 0.04;
4003812047881; 0.26; 0.36; 0.02; 0.05; 0.13; 0.04;
4003828817013; 0.26; 0.37; 0.02; 0.05; 0.13; 0.04;
4003862019998; 0.27; 0.39; 0.01; 0.05; 0.13; 0.04;
4003878837455; 0.27; 0.41; 0.01; 0.05; 0.13; 0.04;
4003895457764; 0.28; 0.43; 0.00; 0.05; 0.13; 0.04;
4003912094324; 0.28; 0.45; -0.01; 0.05; 0.13; 0.05;
4003928603015; 0.28; 0.47; -0.01; 0.05; 0.13; 0.05;
4003945417479; 0.28; 0.49; -0.00; 0.05; 0.13; 0.05;
4003978655959; 0.28; 0.54; 0.00; 0.05; 0.13; 0.05;
4003995538419; 0.29; 0.57; -0.00; 0.04; 0.13; 0.05;
4004012209191; 0.30; 0.59; -0.01; 0.04; 0.13; 0.05;
4004028873549; 0.30; 0.62; -0.02; 0.04; 0.13; 0.05;
4004045276610; 0.29; 0.63; -0.02; 0.04; 0.13; 0.05;
4004062234765; 0.30; 0.65; -0.02; 0.04; 0.13; 0.05;
4004095251721; 0.31; 0.69; -0.02; 0.04; 0.13; 0.05;
4004112087139; 0.31; 0.71; -0.02; 0.04; 0.13; 0.05;
4004128639879; 0.32; 0.72; -0.01; 0.04; 0.13; 0.05;
4004145237522; 0.33; 0.74; -0.01; 0.04; 0.13; 0.05;
4004162006227; 0.33; 0.76; -0.01; 0.04; 0.13; 0.05;
4004178579067; 0.34; 0.77; -0.01; 0.04; 0.13; 0.05;
4004211832514; 0.36; 0.82; 0.00; 0.03; 0.13; 0.05;
4004228756885; 0.37; 0.84; 0.01; 0.03; 0.13; 0.05;
4004245393017; 0.37; 0.87; 0.01; 0.03; 0.13; 0.05;
4004261790091; 0.37; 0.90; 0.01; 0.03; 0.13; 0.05;
4004278668703; 0.38; 0.94; 0.01; 0.03; 0.13; 0.05;
4004311875109; 0.39; 1.02; -0.01; 0.03; 0.13; 0.05;
4004345143097; 0.39; 1.08; -0.03; 0.03; 0.13; 0.05;
4004361875879; 0.38; 1.11; -0.04; 0.04; 0.12; 0.05;
4004378526551; 0.38; 1.14; -0.04; 0.04; 0.12; 0.04;
4004395384207; 0.38; 1.16; -0.05; 0.04; 0.12; 0.04;
4004411841581; 0.38; 1.18; -0.05; 0.04; 0.12; 0.04;
4004428458896; 0.38; 1.20; -0.06; 0.04; 0.12; 0.04;
4004445068942; 0.38; 1.22; -0.06; 0.04; 0.12; 0.03;
4004478496017; 0.41; 1.24; -0.06; 0.04; 0.12; 0.03;
4004495063297; 0.41; 1.25; -0.06; 0.04; 0.12; 0.02;
4004511838416; 0.41; 1.26; -0.06; 0.04; 0.12; 0.02;
4004528477542; 0.39; 1.27; -0.05; 0.04; 0.11; 0.02;
4004545075185; 0.37; 1.27; -0.05; 0.04; 0.11; 0.02;
4004561841752; 0.35; 1.28; -0.05; 0.04; 0.11; 0.01;
4004578649801; 0.33; 1.28; -0.04; 0.04; 0.11; 0.01;
4004628388419; 0.29; 1.25; 0.01; 0.04; 0.10; 0.01;
4004645149426; 0.27; 1.25; 0.03; 0.04; 0.10; 0.01;
4004661835166; 0.27; 1.26; 0.06; 0.04; 0.10; 0.01;
4004678470015; 0.27; 1.26; 0.08; 0.03; 0.10; 0.01;
4004695069797; 0.27; 1.27; 0.11; 0.03; 0.10; 0.01;
4004711681981; 0.28; 1.27; 0.12; 0.03; 0.10; 0.01;
4004728351470; 0.28; 1.27; 0.14; 0.03; 0.10; 0.01;
